"","Group","site","status","replicate","complexity","depth","x20","x30","x40","x45","x50","x55","x60","x65","x70","x75","x80","x85","x100","x110"
"248","Sam, Jess, Marcelle, Chris","Fairbridge","Out",6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","Sam, Jess, Marcelle, Chris","Fairbridge","Out",7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"250","Sam, Jess, Marcelle, Chris","Fairbridge","Out",8,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","Sam, Jess, Marcelle, Chris","Fairbridge","Out",9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","Sam, Jess, Marcelle, Chris","Fairbridge","Out",10,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Sam, Jess, Marcelle, Chris","Fairbridge","Out",11,NA,1.5,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"254","Beth, Dean, Rikki","Fairbridge","Out",1,3,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"255","Beth, Dean, Rikki","Fairbridge","Out",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Beth, Dean, Rikki","Fairbridge","Out",3,2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"257","Beth, Dean, Rikki","Fairbridge","Out",4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","Beth, Dean, Rikki","Fairbridge","Out",5,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Beth, Dean, Rikki","Fairbridge","Out",6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"260","Beth, Dean, Rikki","Fairbridge","Out",7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Chris, Sam, Jess","Salmon East","In",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","Chris, Sam, Jess","Salmon East","In",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","Chris, Sam, Jess","Salmon East","In",3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Chris, Sam, Jess","Salmon East","In",4,3,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"265","Chris, Sam, Jess","Salmon East","In",5,3,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"266","Chris, Sam, Jess","Salmon East","In",6,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Chris, Sam, Jess","Salmon East","In",7,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Chris, Sam, Jess","Salmon East","In",8,3,2.5,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"269","Chris, Sam, Jess","Salmon East","In",9,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"270","Chris, Sam, Jess","Salmon East","In",10,3,2.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"271","Beth, Hayley, Jen, Justin","Salmon East","In",1,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"272","Beth, Hayley, Jen, Justin","Salmon East","In",2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"273","Beth, Hayley, Jen, Justin","Salmon East","In",3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
"274","Beth, Hayley, Jen, Justin","Salmon East","In",4,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"275","Beth, Hayley, Jen, Justin","Salmon East","In",5,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"276","Beth, Hayley, Jen, Justin","Salmon East","In",6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"277","Beth, Hayley, Jen, Justin","Salmon East","In",7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Beth, Hayley, Jen, Justin","Salmon East","In",8,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"279","Beth, Hayley, Jen, Justin","Salmon East","In",9,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"280","Beth, Hayley, Jen, Justin","Salmon East","In",10,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"281","Max, Rikki, Dean","Salmon East","In",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Max, Rikki, Dean","Salmon East","In",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Max, Rikki, Dean","Salmon East","In",3,3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Max, Rikki, Dean","Salmon East","In",4,3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Max, Rikki, Dean","Salmon East","In",5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"286","Max, Rikki, Dean","Salmon East","In",6,4,1.5,0,0,0,0,0,0,0,1,2,2,1,0,0,0
"287","Max, Rikki, Dean","Salmon East","In",7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"288","Max, Rikki, Dean","Salmon East","In",8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Max, Rikki, Dean","Salmon East","In",9,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"290","Max, Rikki, Dean","Salmon East","In",10,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","H, J, B, J","City of York","Out",1,4,2.875,0,0,0,0,0,0,2,1,1,0,0,0,0,0
"292","H, J, B, J","City of York","Out",2,3,2.16666666666667,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"293","H, J, B, J","City of York","Out",3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"294","H, J, B, J","City of York","Out",4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","H, J, B, J","City of York","Out",5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","H, J, B, J","City of York","Out",6,3,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","H, J, B, J","City of York","Out",7,2,2.75,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"298","H, J, B, J","City of York","Out",8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","H, J, B, J","City of York","Out",9,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"300","H, J, B, J","City of York","Out",10,1,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","H, J, B, J","City of York","Out",11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","H, J, B, J","Little Armstrong","In",1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"303","H, J, B, J","Little Armstrong","In",2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"304","H, J, B, J","Little Armstrong","In",3,4,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"305","H, J, B, J","Little Armstrong","In",4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","H, J, B, J","Little Armstrong","In",5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","H, J, B, J","Little Armstrong","In",6,4,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0
"308","H, J, B, J","Little Armstrong","In",7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","H, J, B, J","Little Armstrong","In",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","H, J, B, J","Little Armstrong","In",9,2,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"311","H, J, B, J","Little Armstrong","In",10,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"312","H, J, B, J","Little Armstrong","In",11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","H, J, B, J","Little Armstrong","In",12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","H, J, B, J","Little Armstrong","In",13,3,2,0,0,0,0,0,0,0,3,1,1,1,1,0,0
"315","H, J, B, J","Little Armstrong","In",14,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"316","H, J, B, J","Little Armstrong","In",15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","H, J, B, J","Little Armstrong","In",16,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","H, J, B, J","Little Armstrong","In",17,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","H, J, B, J","Little Armstrong","In",18,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","H, J, B, J","Little Armstrong","In",19,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","H, J, B, J","Little Armstrong","In",20,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"322","J R S C","Mary Cove","In",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","J R S C","Mary Cove","In",2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"324","J R S C","Mary Cove","In",3,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","J R S C","Mary Cove","In",4,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","J R S C","Mary Cove","In",5,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","J R S C","Mary Cove","In",6,3,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0
"328","J R S C","Mary Cove","In",7,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","J R S C","Mary Cove","In",8,4,5.16666666666667,0,0,0,0,0,0,0,5,5,0,1,0,0,0
"330","J R S C","Mary Cove","In",9,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","J R S C","Mary Cove","In",10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","J R B","Mary Cove","In",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","J R B","Mary Cove","In",2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","J R B","Mary Cove","In",3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","J R B","Mary Cove","In",4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","J R B","Mary Cove","In",5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"337","J R B","Mary Cove","In",6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","J R B","Mary Cove","In",7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","J R B","Mary Cove","In",8,3,3,1,0,0,0,0,0,0,2,1,1,1,0,0,0
"340","J R B","Mary Cove","In",9,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","J R B","Mary Cove","In",10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","J R B","Mary Cove","In",11,2,1.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
